iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03011,PER_CNV,M,P_HTHAB,MK	2.23 	1.26 	2.13 	1.17 	2.14 	3.41 
ICCS03011,PER_CNV,M,P_HTHAB,NL	1.07 	1.41 	1.30 	1.66 	1.74 	2.19 
ICCS03011,PER_CNV,M,P_HTHAB,NO	3.86 	3.88 	3.78 	5.27 	3.21 	3.94 
ICCS03011,PER_CNV,M,P_HTHAB,PL	: 	4.14 	3.93 	4.44 	4.81 	5.05 
ICCS03011,PER_CNV,M,P_HTHAB,PT	1.48 	1.71 	1.78 	1.48 	1.11 	1.78 
ICCS03011,PER_CNV,M,P_HTHAB,RO	3.65 	4.27 	4.89 	4.65 	3.87 	4.14 
ICCS03011,PER_CNV,M,P_HTHAB,RS	2.00 	2.05 	1.90 	1.89 	2.41 	2.76 
ICCS03011,PER_CNV,M,P_HTHAB,SE	6.50 	6.75 	6.87 	7.51 	8.84 	9.18 
ICCS03011,PER_CNV,M,P_HTHAB,SI	2.36 	2.26 	1.48 	1.58 	2.09 	2.13 
ICCS03011,PER_CNV,M,P_HTHAB,SK	1.29 	1.71 	1.18 	1.37 	1.37 	1.65 
ICCS03011,PER_CNV,M,P_HTHAB,UKC-L	3.99 	4.09 	4.17 	3.87 	3.68 	3.44 
ICCS03011,PER_CNV,M,P_HTHAB,UKM	3.14 	2.49 	1.41 	0.87 	1.78 	1.12 
ICCS03011,PER_CNV,M,P_HTHAB,UKN	1.00 	2.24 	0.79 	1.47 	1.94 	1.73 
ICCS03011,PER_CNV,M,P_HTHAB,XK	: 	: 	2.10 	1.70 	2.00 	1.10 
ICCS03011,PER_CNV,T,NR,AL	21 	4 	8 	16 	14 	27 
ICCS03011,PER_CNV,T,NR,AT	104 	86 	96 	116 	113 	86 
ICCS03011,PER_CNV,T,NR,BA	41 	43 	46 	33 	44 	36 
ICCS03011,PER_CNV,T,NR,BG	101 	99 	87 	149 	173 	193 
ICCS03011,PER_CNV,T,NR,CH	103 	113 	99 	149 	135 	159 
ICCS03011,PER_CNV,T,NR,CY	10 	15 	13 	15 	9 	6 
ICCS03011,PER_CNV,T,NR,CZ	205 	198 	181 	174 	169 	154 
ICCS03011,PER_CNV,T,NR,DE	597 	671 	747 	859 	928 	1068 
ICCS03011,PER_CNV,T,NR,DK	51 	55 	44 	45 	52 	45 
ICCS03011,PER_CNV,T,NR,EE	33 	29 	18 	35 	: 	: 
ICCS03011,PER_CNV,T,NR,FI	160 	191 	129 	95 	119 	110 
ICCS03011,PER_CNV,T,NR,FR	1188 	1275 	1258 	1361 	1419 	1496 
ICCS03011,PER_CNV,T,NR,HR	47 	48 	54 	74 	94 	78 
ICCS03011,PER_CNV,T,NR,HU	175 	84 	79 	99 	95 	79 
ICCS03011,PER_CNV,T,NR,IE	: 	35 	35 	37 	: 	: 
ICCS03011,PER_CNV,T,NR,IS	18 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,NR,IT	: 	1519 	1495 	1597 	2125 	1359 
ICCS03011,PER_CNV,T,NR,LI	: 	: 	: 	0 	: 	: 
ICCS03011,PER_CNV,T,NR,LT	82 	106 	141 	122 	96 	105 
ICCS03011,PER_CNV,T,NR,LV	39 	51 	51 	41 	70 	95 
ICCS03011,PER_CNV,T,NR,ME	7 	3 	7 	2 	9 	: 
ICCS03011,PER_CNV,T,NR,MK	23 	13 	22 	12 	22 	35 
ICCS03011,PER_CNV,T,NR,NL	90 	117 	108 	137 	144 	179 
ICCS03011,PER_CNV,T,NR,NO	98 	100 	95 	128 	77 	96 
ICCS03011,PER_CNV,T,NR,PL	: 	775 	736 	826 	898 	936 
ICCS03011,PER_CNV,T,NR,PT	75 	87 	90 	75 	54 	90 
ICCS03011,PER_CNV,T,NR,RO	368 	422 	483 	463 	387 	416 
ICCS03011,PER_CNV,T,NR,RS	70 	72 	67 	67 	86 	99 
ICCS03011,PER_CNV,T,NR,SE	312 	320 	328 	351 	410 	420 
ICCS03011,PER_CNV,T,NR,SI	24 	23 	15 	16 	21 	21 
ICCS03011,PER_CNV,T,NR,SK	35 	46 	31 	36 	37 	43 
ICCS03011,PER_CNV,T,NR,UKC-L	1121 	1145 	1153 	1058 	997 	922 
ICCS03011,PER_CNV,T,NR,UKM	81 	64 	36 	22 	45 	28 
ICCS03011,PER_CNV,T,NR,UKN	9 	20 	7 	13 	17 	15 
ICCS03011,PER_CNV,T,NR,XK	10 	11 	19 	19 	22 	12 
ICCS03011,PER_CNV,T,P_HTHAB,AL	: 	: 	0.28 	: 	0.44 	0.85 
ICCS03011,PER_CNV,T,P_HTHAB,AT	1.23 	1.02 	1.15 	1.39 	1.36 	1.04 
ICCS03011,PER_CNV,T,P_HTHAB,BA	: 	1.12 	1.20 	0.86 	1.14 	0.94 
ICCS03011,PER_CNV,T,P_HTHAB,BG	1.39 	1.35 	1.18 	2.01 	2.32 	2.57 
ICCS03011,PER_CNV,T,P_HTHAB,CH	1.28 	1.42 	1.26 	1.91 	1.75 	2.09 
ICCS03011,PER_CNV,T,P_HTHAB,CY	1.15 	1.74 	1.55 	1.83 	1.13 	0.77 
ICCS03011,PER_CNV,T,P_HTHAB,CZ	1.95 	1.88 	1.73 	1.66 	1.62 	1.49 
ICCS03011,PER_CNV,T,P_HTHAB,DE	0.73 	0.82 	0.91 	1.05 	1.13 	1.30 
ICCS03011,PER_CNV,T,P_HTHAB,DK	0.91 	0.99 	0.79 	0.81 	0.94 	0.82 
ICCS03011,PER_CNV,T,P_HTHAB,EE	2.50 	2.19 	1.35 	2.63 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,FI	2.95 	3.54 	2.40 	1.78 	2.23 	2.08 
ICCS03011,PER_CNV,T,P_HTHAB,FR	1.81 	1.95 	1.94 	2.10 	2.21 	2.34 
ICCS03011,PER_CNV,T,P_HTHAB,HR	1.10 	1.12 	1.26 	1.72 	2.18 	1.81 
ICCS03011,PER_CNV,T,P_HTHAB,HU	1.77 	0.85 	0.79 	0.99 	0.95 	0.79 
ICCS03011,PER_CNV,T,P_HTHAB,IE	: 	0.76 	0.77 	0.81 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,IS	5.59 	: 	: 	: 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,IT	: 	2.56 	2.52 	2.70 	3.60 	2.32 
ICCS03011,PER_CNV,T,P_HTHAB,LI	: 	: 	: 	0.00 	: 	: 
ICCS03011,PER_CNV,T,P_HTHAB,LT	2.76 	3.53 	4.62 	3.88 	3.02 	3.27 
ICCS03011,PER_CNV,T,P_HTHAB,LV	1.93 	2.49 	2.46 	1.93 	3.24 	4.33 
ICCS03011,PER_CNV,T,P_HTHAB,ME	1.13 	0.48 	1.13 	0.32 	1.46 	: 
ICCS03011,PER_CNV,T,P_HTHAB,MK	1.12 	0.63 	1.07 	0.58 	1.07 	1.71 
ICCS03011,PER_CNV,T,P_HTHAB,NL	0.54 	0.70 	0.65 	0.83 	0.87 	1.09 
ICCS03011,PER_CNV,T,P_HTHAB,NO	1.94 	2.01 	1.93 	2.63 	1.60 	2.03 
ICCS03011,PER_CNV,T,P_HTHAB,PL	: 	2.04 	1.93 	2.17 	2.35 	2.46 
ICCS03011,PER_CNV,T,P_HTHAB,PT	0.72 	0.83 	0.85 	0.71 	0.51 	0.85 
ICCS03011,PER_CNV,T,P_HTHAB,RO	1.84 	2.10 	2.39 	2.28 	1.89 	2.02 
ICCS03011,PER_CNV,T,P_HTHAB,RS	0.97 	1.00 	0.92 	0.92 	1.17 	1.34 
ICCS03011,PER_CNV,T,P_HTHAB,SE	3.27 	3.37 	3.48 	3.76 	4.43 	4.57 
ICCS03011,PER_CNV,T,P_HTHAB,SI	1.17 	1.12 	0.73 	0.78 	1.03 	1.04 
ICCS03011,PER_CNV,T,P_HTHAB,SK	0.65 	0.85 	0.57 	0.67 	0.69 	0.80 
ICCS03011,PER_CNV,T,P_HTHAB,UKC-L	1.98 	2.03 	2.06 	1.91 	1.81 	1.69 
ICCS03011,PER_CNV,T,P_HTHAB,UKM	1.52 	1.21 	0.68 	0.42 	0.86 	0.54 
ICCS03011,PER_CNV,T,P_HTHAB,UKN	0.49 	1.10 	0.39 	0.72 	0.95 	0.85 
ICCS03011,PER_CNV,T,P_HTHAB,XK	: 	: 	1.06 	0.86 	1.01 	0.56 
ICCS03011,PER_PRSC,F,NR,AL	1 	2 	0 	0 	2 	1 
ICCS03011,PER_PRSC,F,NR,AT	19 	13 	18 	22 	24 	22 
ICCS03011,PER_PRSC,F,NR,BA	2 	0 	3 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,BE	187 	234 	244 	209 	199 	207 
ICCS03011,PER_PRSC,F,NR,BG	0 	2 	1 	1 	: 	: 
ICCS03011,PER_PRSC,F,NR,CY	0 	0 	0 	0 	0 	0 
ICCS03011,PER_PRSC,F,NR,CZ	5 	4 	3 	3 	1 	2 
ICCS03011,PER_PRSC,F,NR,DE	9 	4 	8 	11 	17 	9 
ICCS03011,PER_PRSC,F,NR,FI	1 	3 	1 	1 	1 	2 
ICCS03011,PER_PRSC,F,NR,FR	128 	119 	102 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,HR	0 	0 	0 	7 	1 	0 
ICCS03011,PER_PRSC,F,NR,HU	2 	0 	1 	6 	0 	0 
ICCS03011,PER_PRSC,F,NR,IS	0 	1 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,IT	: 	62 	71 	58 	93 	72 
ICCS03011,PER_PRSC,F,NR,LI	: 	0 	0 	0 	: 	: 
ICCS03011,PER_PRSC,F,NR,LT	: 	2 	3 	1 	2 	: 
ICCS03011,PER_PRSC,F,NR,LU	: 	: 	0 	1 	1 	0 
ICCS03011,PER_PRSC,F,NR,LV	0 	0 	0 	2 	0 	: 
ICCS03011,PER_PRSC,F,NR,ME	0 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,MT	0 	1 	0 	: 	0 	: 
ICCS03011,PER_PRSC,F,NR,NL	8 	6 	4 	6 	3 	10 
ICCS03011,PER_PRSC,F,NR,NO	0 	2 	2 	1 	0 	3 
ICCS03011,PER_PRSC,F,NR,PL	: 	: 	13 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,PT	1 	2 	2 	0 	2 	1 
ICCS03011,PER_PRSC,F,NR,RO	3 	4 	7 	0 	8 	0 
ICCS03011,PER_PRSC,F,NR,RS	12 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,SI	1 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,NR,UKC-L	14 	15 	10 	12 	11 	5 
ICCS03011,PER_PRSC,F,NR,UKM	0 	0 	0 	0 	0 	1 
ICCS03011,PER_PRSC,F,NR,UKN	0 	0 	0 	0 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,AL	: 	: 	0.00 	: 	0.12 	0.06 
ICCS03011,PER_PRSC,F,P_HTHAB,AT	0.44 	0.30 	0.42 	0.51 	0.56 	0.52 
ICCS03011,PER_PRSC,F,P_HTHAB,BA	: 	0.00 	0.15 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,BE	3.30 	4.15 	4.36 	3.78 	3.63 	3.80 
ICCS03011,PER_PRSC,F,P_HTHAB,BG	0.00 	0.05 	0.03 	0.03 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,CY	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
ICCS03011,PER_PRSC,F,P_HTHAB,CZ	0.09 	0.07 	0.06 	0.06 	0.02 	0.04 
ICCS03011,PER_PRSC,F,P_HTHAB,DE	0.02 	0.01 	0.02 	0.03 	0.04 	0.02 
ICCS03011,PER_PRSC,F,P_HTHAB,FI	0.04 	0.11 	0.04 	0.04 	0.04 	0.07 
ICCS03011,PER_PRSC,F,P_HTHAB,FR	0.38 	0.35 	0.30 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,HR	0.00 	0.00 	0.00 	0.31 	0.04 	0.00 
ICCS03011,PER_PRSC,F,P_HTHAB,HU	0.04 	0.00 	0.02 	0.11 	0.00 	0.00 
ICCS03011,PER_PRSC,F,P_HTHAB,IS	0.00 	0.63 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,IT	: 	0.20 	0.23 	0.19 	0.31 	0.24 
ICCS03011,PER_PRSC,F,P_HTHAB,LI	: 	0.00 	0.00 	0.00 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,LT	: 	0.12 	0.18 	0.06 	0.12 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,LU	: 	: 	0.00 	0.40 	0.40 	0.00 
ICCS03011,PER_PRSC,F,P_HTHAB,LV	0.00 	0.00 	0.00 	0.17 	0.00 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,ME	0.00 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,MT	0.00 	0.48 	0.00 	: 	0.00 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,NL	0.09 	0.07 	0.05 	0.07 	0.04 	0.12 
ICCS03011,PER_PRSC,F,P_HTHAB,NO	0.00 	0.08 	0.08 	0.04 	0.00 	0.13 
ICCS03011,PER_PRSC,F,P_HTHAB,PL	: 	: 	0.07 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,PT	0.02 	0.04 	0.04 	0.00 	0.04 	0.02 
ICCS03011,PER_PRSC,F,P_HTHAB,RO	0.03 	0.04 	0.07 	0.00 	0.08 	0.00 
ICCS03011,PER_PRSC,F,P_HTHAB,RS	0.33 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,SI	0.10 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,F,P_HTHAB,UKC-L	0.05 	0.05 	0.04 	0.04 	0.04 	0.02 
ICCS03011,PER_PRSC,F,P_HTHAB,UKM	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 
ICCS03011,PER_PRSC,F,P_HTHAB,UKN	0.00 	0.00 	0.00 	0.00 	: 	: 
ICCS03011,PER_PRSC,M,NR,AL	46 	37 	36 	38 	42 	42 
ICCS03011,PER_PRSC,M,NR,AT	1117 	1125 	1014 	1091 	1034 	992 
ICCS03011,PER_PRSC,M,NR,BA	39 	51 	60 	: 	: 	: 
ICCS03011,PER_PRSC,M,NR,BE	4379 	4324 	4230 	3995 	3672 	3877 
ICCS03011,PER_PRSC,M,NR,BG	125 	129 	132 	177 	: 	: 
ICCS03011,PER_PRSC,M,NR,CY	19 	25 	19 	28 	19 	9 
ICCS03011,PER_PRSC,M,NR,CZ	340 	406 	388 	313 	339 	351 
ICCS03011,PER_PRSC,M,NR,DE	818 	952 	1018 	1153 	1238 	1462 
ICCS03011,PER_PRSC,M,NR,FI	198 	251 	149 	124 	148 	145 
ICCS03011,PER_PRSC,M,NR,FR	4079 	4115 	4094 	: 	: 	: 
ICCS03011,PER_PRSC,M,NR,HR	76 	103 	105 	105 	108 	136 
ICCS03011,PER_PRSC,M,NR,HU	89 	92 	97 	112 	119 	108 
ICCS03011,PER_PRSC,M,NR,IS	20 	21 	: 	: 	17 	10 
ICCS03011,PER_PRSC,M,NR,IT	: 	3576 	3722 	3824 	3824 	3673 
ICCS03011,PER_PRSC,M,NR,LI	: 	1 	1 	11 	: 	: 
ICCS03011,PER_PRSC,M,NR,LT	87 	105 	165 	145 	141 	99 
ICCS03011,PER_PRSC,M,NR,LU	: 	: 	15 	24 	8 	9 
ICCS03011,PER_PRSC,M,NR,LV	25 	16 	8 	38 	45 	: 
ICCS03011,PER_PRSC,M,NR,ME	5 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,M,NR,MK	29 	36 	30 	44 	45 	37 
ICCS03011,PER_PRSC,M,NR,MT	9 	6 	6 	: 	9 	: 
ICCS03011,PER_PRSC,M,NR,NL	628 	544 	636 	596 	658 	740 
ICCS03011,PER_PRSC,M,NR,NO	126 	101 	130 	126 	118 	91 
ICCS03011,PER_PRSC,M,NR,PL	: 	: 	880 	: 	: 	: 
ICCS03011,PER_PRSC,M,NR,PT	120 	133 	126 	112 	110 	140 
ICCS03011,PER_PRSC,M,NR,RO	463 	436 	479 	507 	532 	532 
ICCS03011,PER_PRSC,M,NR,RS	120 	157 	: 	: 	191 	145 
ICCS03011,PER_PRSC,M,NR,SI	18 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,M,NR,UKC-L	3032 	2778 	2883 	3044 	2767 	2390 
ICCS03011,PER_PRSC,M,NR,UKM	196 	114 	74 	58 	96 	85 
ICCS03011,PER_PRSC,M,NR,UKN	77 	85 	74 	83 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,AL	: 	: 	2.53 	: 	2.65 	2.64 
ICCS03011,PER_PRSC,M,P_HTHAB,AT	27.09 	27.45 	24.86 	26.83 	25.49 	24.54 
ICCS03011,PER_PRSC,M,P_HTHAB,BA	: 	2.72 	3.20 	: 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,BE	79.80 	79.31 	78.31 	75.20 	69.70 	74.21 
ICCS03011,PER_PRSC,M,P_HTHAB,BG	3.53 	3.62 	3.68 	4.90 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,CY	4.51 	5.97 	4.65 	7.01 	4.87 	2.37 
ICCS03011,PER_PRSC,M,P_HTHAB,CZ	6.58 	7.87 	7.54 	6.09 	6.63 	6.93 
ICCS03011,PER_PRSC,M,P_HTHAB,DE	2.03 	2.37 	2.54 	2.88 	3.08 	3.63 
ICCS03011,PER_PRSC,M,P_HTHAB,FI	7.43 	9.46 	5.65 	4.72 	5.67 	5.58 
ICCS03011,PER_PRSC,M,P_HTHAB,FR	12.85 	13.02 	13.01 	: 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,HR	3.70 	4.99 	5.08 	5.06 	5.20 	6.55 
ICCS03011,PER_PRSC,M,P_HTHAB,HU	1.89 	1.95 	2.04 	2.35 	2.50 	2.26 
ICCS03011,PER_PRSC,M,P_HTHAB,IS	12.39 	13.10 	: 	: 	10.49 	6.22 
ICCS03011,PER_PRSC,M,P_HTHAB,IT	: 	12.45 	12.96 	13.35 	13.38 	12.93 
ICCS03011,PER_PRSC,M,P_HTHAB,LI	: 	5.54 	5.59 	61.91 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,LT	6.36 	7.59 	11.73 	10.00 	9.57 	6.66 
ICCS03011,PER_PRSC,M,P_HTHAB,LU	: 	: 	5.89 	9.62 	3.27 	3.76 
ICCS03011,PER_PRSC,M,P_HTHAB,LV	2.70 	1.71 	0.84 	3.91 	4.53 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,ME	1.63 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,MK	2.81 	3.49 	2.91 	4.28 	4.38 	3.61 
ICCS03011,PER_PRSC,M,P_HTHAB,MT	4.29 	2.89 	2.91 	: 	4.40 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,NL	7.56 	6.57 	7.72 	7.27 	8.07 	9.12 
ICCS03011,PER_PRSC,M,P_HTHAB,NO	4.97 	4.04 	5.28 	5.19 	4.93 	3.86 
ICCS03011,PER_PRSC,M,P_HTHAB,PL	: 	: 	4.77 	: 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,PT	2.40 	2.64 	2.49 	2.21 	2.17 	2.76 
ICCS03011,PER_PRSC,M,P_HTHAB,RO	4.74 	4.46 	4.87 	5.13 	5.35 	5.29 
ICCS03011,PER_PRSC,M,P_HTHAB,RS	3.43 	4.47 	: 	: 	5.36 	4.05 
ICCS03011,PER_PRSC,M,P_HTHAB,SI	1.77 	: 	: 	: 	: 	: 
ICCS03011,PER_PRSC,M,P_HTHAB,UKC-L	10.85 	10.01 	10.48 	11.17 	10.24 	8.92 
ICCS03011,PER_PRSC,M,P_HTHAB,UKM	7.59 	4.43 	2.89 	2.28 	3.80 	3.39 
ICCS03011,PER_PRSC,M,P_HTHAB,UKN	8.60 	9.53 	8.34 	9.42 	: 	: 
ICCS03011,PER_PRSC,T,NR,AL	47 	39 	36 	38 	59 	57 
ICCS03011,PER_PRSC,T,NR,AT	1485 	1449 	1398 	1176 	1118 	1068 
ICCS03011,PER_PRSC,T,NR,BA	41 	51 	63 	50 	29 	: 
ICCS03011,PER_PRSC,T,NR,BE	4604 	4596 	4517 	4238 	3904 	4110 
ICCS03011,PER_PRSC,T,NR,BG	125 	131 	133 	178 	196 	244 
ICCS03011,PER_PRSC,T,NR,CY	19 	25 	19 	28 	19 	9 
ICCS03011,PER_PRSC,T,NR,CZ	345 	410 	393 	316 	340 	353 
ICCS03011,PER_PRSC,T,NR,DE	827 	956 	1026 	1164 	1255 	1471 
ICCS03011,PER_PRSC,T,NR,DK	111 	118 	114 	131 	105 	: 
ICCS03011,PER_PRSC,T,NR,EE	45 	42 	26 	37 	56 	49 
ICCS03011,PER_PRSC,T,NR,FI	199 	254 	150 	125 	149 	147 
ICCS03011,PER_PRSC,T,NR,FR	4207 	4234 	4196 	: 	: 	: 
ICCS03011,PER_PRSC,T,NR,HR	79 	111 	110 	: 	: 	: 
ICCS03011,PER_PRSC,T,NR,HU	91 	92 	98 	118 	119 	108 
ICCS03011,PER_PRSC,T,NR,IE	: 	: 	: 	: 	: 	46 
ICCS03011,PER_PRSC,T,NR,IS	20 	22 	: 	: 	17 	10 
ICCS03011,PER_PRSC,T,NR,IT	: 	3638 	3793 	3907 	3917 	3745 
ICCS03011,PER_PRSC,T,NR,LI	: 	1 	1 	11 	3 	0 
ICCS03011,PER_PRSC,T,NR,LT	87 	107 	168 	146 	143 	99 
ICCS03011,PER_PRSC,T,NR,LU	: 	: 	15 	25 	9 	9 
ICCS03011,PER_PRSC,T,NR,LV	25 	16 	8 	40 	45 	: 
ICCS03011,PER_PRSC,T,NR,ME	5 	2 	5 	3 	13 	9 
ICCS03011,PER_PRSC,T,NR,MK	29 	36 	30 	44 	45 	37 
ICCS03011,PER_PRSC,T,NR,MT	9 	7 	6 	: 	9 	: 
ICCS03011,PER_PRSC,T,NR,NL	639 	552 	641 	603 	661 	750 
ICCS03011,PER_PRSC,T,NR,NO	126 	103 	132 	127 	118 	94 
ICCS03011,PER_PRSC,T,NR,PL	678 	: 	893 	: 	: 	: 
ICCS03011,PER_PRSC,T,NR,PT	121 	135 	128 	112 	112 	141 
ICCS03011,PER_PRSC,T,NR,RO	466 	440 	486 	507 	540 	532 
ICCS03011,PER_PRSC,T,NR,RS	132 	157 	163 	163 	191 	145 
ICCS03011,PER_PRSC,T,NR,SE	489 	509 	525 	594 	584 	569 
ICCS03011,PER_PRSC,T,NR,SI	19 	27 	24 	24 	31 	28 
ICCS03011,PER_PRSC,T,NR,UKC-L	3081 	2822 	2924 	3071 	2797 	2395 
ICCS03011,PER_PRSC,T,NR,UKM	196 	114 	74 	58 	96 	86 
ICCS03011,PER_PRSC,T,NR,UKN	77 	85 	74 	83 	: 	: 
ICCS03011,PER_PRSC,T,NR,XK	: 	: 	53 	: 	: 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,AL	: 	: 	1.27 	: 	1.85 	1.80 
ICCS03011,PER_PRSC,T,P_HTHAB,AT	17.57 	17.23 	16.69 	14.08 	13.41 	12.86 
ICCS03011,PER_PRSC,T,P_HTHAB,BA	: 	1.33 	1.64 	1.30 	0.75 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,BE	41.25 	41.42 	41.06 	39.10 	36.31 	38.53 
ICCS03011,PER_PRSC,T,P_HTHAB,BG	1.72 	1.79 	1.80 	2.40 	2.62 	3.25 
ICCS03011,PER_PRSC,T,P_HTHAB,CY	2.19 	2.90 	2.26 	3.42 	2.38 	1.16 
ICCS03011,PER_PRSC,T,P_HTHAB,CZ	3.28 	3.90 	3.75 	3.02 	3.26 	3.41 
ICCS03011,PER_PRSC,T,P_HTHAB,DE	1.01 	1.17 	1.26 	1.42 	1.53 	1.79 
ICCS03011,PER_PRSC,T,P_HTHAB,DK	1.98 	2.11 	2.05 	2.37 	1.91 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,EE	3.41 	3.17 	1.96 	2.78 	4.19 	3.66 
ICCS03011,PER_PRSC,T,P_HTHAB,FI	3.67 	4.70 	2.79 	2.34 	2.80 	2.77 
ICCS03011,PER_PRSC,T,P_HTHAB,FR	6.42 	6.49 	6.46 	: 	: 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,HR	1.85 	2.60 	2.56 	: 	: 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,HU	0.92 	0.93 	0.98 	1.18 	1.19 	1.08 
ICCS03011,PER_PRSC,T,P_HTHAB,IE	: 	: 	: 	: 	: 	1.03 
ICCS03011,PER_PRSC,T,P_HTHAB,IS	6.21 	6.88 	: 	: 	5.32 	3.17 
ICCS03011,PER_PRSC,T,P_HTHAB,IT	: 	6.13 	6.39 	6.60 	6.64 	6.39 
ICCS03011,PER_PRSC,T,P_HTHAB,LI	: 	2.74 	2.77 	30.65 	8.43 	0.00 
ICCS03011,PER_PRSC,T,P_HTHAB,LT	2.93 	3.56 	5.50 	4.65 	4.49 	3.08 
ICCS03011,PER_PRSC,T,P_HTHAB,LU	: 	: 	2.93 	4.98 	1.82 	1.86 
ICCS03011,PER_PRSC,T,P_HTHAB,LV	1.24 	0.78 	0.39 	1.89 	2.08 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,ME	0.81 	0.32 	0.81 	0.48 	2.11 	1.46 
ICCS03011,PER_PRSC,T,P_HTHAB,MK	1.41 	1.75 	1.46 	2.14 	2.20 	1.81 
ICCS03011,PER_PRSC,T,P_HTHAB,MT	2.14 	1.68 	1.45 	: 	2.19 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,NL	3.81 	3.30 	3.85 	3.64 	4.01 	4.57 
ICCS03011,PER_PRSC,T,P_HTHAB,NO	2.49 	2.07 	2.68 	2.61 	2.46 	1.98 
ICCS03011,PER_PRSC,T,P_HTHAB,PL	1.78 	: 	2.35 	: 	: 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,PT	1.15 	1.28 	1.21 	1.06 	1.06 	1.34 
ICCS03011,PER_PRSC,T,P_HTHAB,RO	2.33 	2.19 	2.41 	2.50 	2.64 	2.58 
ICCS03011,PER_PRSC,T,P_HTHAB,RS	1.84 	2.18 	2.25 	2.23 	2.60 	1.97 
ICCS03011,PER_PRSC,T,P_HTHAB,SE	5.12 	5.37 	5.58 	6.36 	6.31 	6.20 
ICCS03011,PER_PRSC,T,P_HTHAB,SI	0.92 	1.31 	1.17 	1.17 	1.53 	1.39 
ICCS03011,PER_PRSC,T,P_HTHAB,UKC-L	5.43 	5.01 	5.23 	5.54 	5.08 	4.39 
ICCS03011,PER_PRSC,T,P_HTHAB,UKM	3.68 	2.15 	1.40 	1.11 	1.84 	1.66 
ICCS03011,PER_PRSC,T,P_HTHAB,UKN	4.22 	4.67 	4.09 	4.61 	: 	: 
ICCS03011,PER_PRSC,T,P_HTHAB,XK	: 	: 	2.95 	: 	: 	: 
ICCS03011,PER_SUSP,F,NR,AL	0 	0 	0 	0 	1 	10 
ICCS03011,PER_SUSP,F,NR,AT	4 	7 	3 	12 	7 	6 
ICCS03011,PER_SUSP,F,NR,BA	0 	0 	: 	: 	: 	: 
ICCS03011,PER_SUSP,F,NR,BE	20 	30 	14 	29 	32 	29 
ICCS03011,PER_SUSP,F,NR,BG	0 	4 	0 	2 	0 	1 
ICCS03011,PER_SUSP,F,NR,CH	2 	0 	1 	1 	2 	: 
ICCS03011,PER_SUSP,F,NR,CZ	2 	5 	1 	2 	1 	0 
ICCS03011,PER_SUSP,F,NR,DE	74 	75 	66 	74 	65 	54 
