iccs,leg_stat,sex,unit,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
ICCS03012,PER_VICT,M,P_HTHAB,CZ	2.40 	2.62 	2.35 	2.08 	2.56 	1.84 
ICCS03012,PER_VICT,M,P_HTHAB,DK	7.31 	6.69 	6.71 	6.56 	5.97 	5.49 
ICCS03012,PER_VICT,M,P_HTHAB,ES	6.27 	4.40 	4.66 	5.03 	5.75 	6.78 
ICCS03012,PER_VICT,M,P_HTHAB,HR	2.29 	2.76 	2.37 	1.45 	4.53 	3.85 
ICCS03012,PER_VICT,M,P_HTHAB,HU	1.59 	1.16 	1.26 	1.03 	1.18 	1.15 
ICCS03012,PER_VICT,M,P_HTHAB,IT	1.18 	1.45 	1.47 	1.33 	1.44 	1.56 
ICCS03012,PER_VICT,M,P_HTHAB,LT	2.48 	3.18 	3.06 	2.55 	2.10 	1.75 
ICCS03012,PER_VICT,M,P_HTHAB,LV	2.59 	2.14 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,P_HTHAB,ME	0.65 	1.31 	0.00 	0.00 	2.30 	1.32 
ICCS03012,PER_VICT,M,P_HTHAB,MK	3.00 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,M,P_HTHAB,MT	4.29 	3.85 	4.36 	5.82 	4.40 	3.95 
ICCS03012,PER_VICT,M,P_HTHAB,NO	10.96 	12.05 	10.73 	10.67 	12.73 	9.37 
ICCS03012,PER_VICT,M,P_HTHAB,PT	4.40 	3.74 	4.04 	4.32 	6.89 	6.27 
ICCS03012,PER_VICT,M,P_HTHAB,RS	0.43 	1.14 	1.36 	1.21 	0.73 	0.39 
ICCS03012,PER_VICT,M,P_HTHAB,SI	3.53 	2.85 	2.96 	3.06 	1.89 	3.55 
ICCS03012,PER_VICT,M,P_HTHAB,UKC-L	12.92 	9.63 	8.26 	8.85 	8.37 	8.67 
ICCS03012,PER_VICT,M,P_HTHAB,UKN	26.57 	23.66 	21.20 	21.21 	16.46 	17.54 
ICCS03012,PER_VICT,M,P_HTHAB,XK	: 	: 	1.11 	0.54 	0.64 	0.64 
ICCS03012,PER_VICT,T,NR,AL	50 	23 	22 	30 	29 	17 
ICCS03012,PER_VICT,T,NR,AT	1244 	1379 	1324 	1216 	943 	1013 
ICCS03012,PER_VICT,T,NR,BG	468 	499 	492 	485 	480 	487 
ICCS03012,PER_VICT,T,NR,CH	3333 	3380 	3416 	3222 	3764 	: 
ICCS03012,PER_VICT,T,NR,CZ	850 	808 	907 	803 	840 	829 
ICCS03012,PER_VICT,T,NR,DK	1647 	1688 	1767 	1851 	1403 	1508 
ICCS03012,PER_VICT,T,NR,ES	8512 	6889 	7429 	7560 	7941 	8883 
ICCS03012,PER_VICT,T,NR,FR	16607 	15898 	13465 	12855 	13411 	13754 
ICCS03012,PER_VICT,T,NR,HR	436 	353 	453 	440 	532 	518 
ICCS03012,PER_VICT,T,NR,HU	496 	508 	420 	418 	395 	250 
ICCS03012,PER_VICT,T,NR,IT	4003 	4390 	4411 	3982 	4242 	4595 
ICCS03012,PER_VICT,T,NR,LT	156 	174 	178 	163 	130 	122 
ICCS03012,PER_VICT,T,NR,LV	124 	100 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,NR,ME	18 	22 	25 	16 	38 	23 
ICCS03012,PER_VICT,T,NR,MK	126 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,NR,MT	84 	72 	57 	88 	72 	67 
ICCS03012,PER_VICT,T,NR,NO	1328 	1381 	1432 	1386 	1303 	1193 
ICCS03012,PER_VICT,T,NR,PL	2321 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,NR,PT	1477 	1353 	1381 	1386 	1776 	1662 
ICCS03012,PER_VICT,T,NR,RS	184 	312 	312 	378 	292 	295 
ICCS03012,PER_VICT,T,NR,SI	267 	225 	244 	297 	274 	217 
ICCS03012,PER_VICT,T,NR,UKC-L	26111 	22379 	22057 	23055 	22103 	22063 
ICCS03012,PER_VICT,T,NR,UKN	987 	849 	804 	817 	758 	1008 
ICCS03012,PER_VICT,T,NR,XK	133 	117 	116 	95 	101 	116 
ICCS03012,PER_VICT,T,P_HTHAB,AL	: 	: 	0.78 	: 	0.91 	0.54 
ICCS03012,PER_VICT,T,P_HTHAB,AT	14.72 	16.40 	15.81 	14.56 	11.31 	12.19 
ICCS03012,PER_VICT,T,P_HTHAB,BG	6.42 	6.81 	6.68 	6.53 	6.43 	6.48 
ICCS03012,PER_VICT,T,P_HTHAB,CH	41.46 	42.49 	43.40 	41.38 	48.87 	: 
ICCS03012,PER_VICT,T,P_HTHAB,CZ	8.08 	7.69 	8.65 	7.68 	8.06 	8.01 
ICCS03012,PER_VICT,T,P_HTHAB,DK	29.40 	30.25 	31.78 	33.44 	25.46 	27.54 
ICCS03012,PER_VICT,T,P_HTHAB,ES	18.22 	14.71 	15.92 	16.26 	17.17 	19.45 
ICCS03012,PER_VICT,T,P_HTHAB,FR	25.33 	24.35 	20.72 	19.88 	20.84 	21.49 
ICCS03012,PER_VICT,T,P_HTHAB,HR	10.23 	8.26 	10.56 	10.23 	12.34 	12.01 
ICCS03012,PER_VICT,T,P_HTHAB,HU	5.01 	5.11 	4.21 	4.17 	3.94 	2.49 
ICCS03012,PER_VICT,T,P_HTHAB,IT	6.71 	7.39 	7.43 	6.73 	7.19 	7.83 
ICCS03012,PER_VICT,T,P_HTHAB,LT	5.25 	5.79 	5.83 	5.19 	4.08 	3.80 
ICCS03012,PER_VICT,T,P_HTHAB,LV	6.13 	4.89 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,P_HTHAB,ME	2.90 	3.55 	4.03 	2.58 	6.16 	3.74 
ICCS03012,PER_VICT,T,P_HTHAB,MK	6.11 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,P_HTHAB,MT	19.94 	17.24 	13.74 	21.25 	17.52 	16.43 
ICCS03012,PER_VICT,T,P_HTHAB,NO	26.29 	27.70 	29.10 	28.53 	27.15 	25.18 
ICCS03012,PER_VICT,T,P_HTHAB,PL	6.10 	: 	: 	: 	: 	: 
ICCS03012,PER_VICT,T,P_HTHAB,PT	14.08 	12.83 	13.06 	13.11 	16.81 	15.75 
ICCS03012,PER_VICT,T,P_HTHAB,RS	2.56 	4.32 	4.30 	5.17 	3.98 	4.01 
ICCS03012,PER_VICT,T,P_HTHAB,SI	12.97 	10.95 	11.90 	14.51 	13.48 	10.79 
ICCS03012,PER_VICT,T,P_HTHAB,UKC-L	46.00 	39.70 	39.44 	41.57 	40.16 	40.40 
ICCS03012,PER_VICT,T,P_HTHAB,UKN	54.03 	46.68 	44.43 	45.41 	42.44 	56.94 
ICCS03012,PER_VICT,T,P_HTHAB,XK	: 	: 	6.47 	4.30 	4.63 	5.39 
